customer_id,plan_type,device_brand,avg_data_usage_gb,pct_video_usage,avg_call_duration,sms_freq,monthly_spend,topup_freq,travel_score,complaint_count,target_offer,target_offer_encoded,customer_id_encoded,plan_type_encoded,device_brand_encoded,plan_type_Postpaid,plan_type_Prepaid,device_brand_Apple,device_brand_Huawei,device_brand_Oppo,device_brand_Realme,device_brand_Samsung,device_brand_Vivo,device_brand_Xiaomi
C00602,1,4,0.12233906129776864,0.3281294138117399,0.5050432276657061,0.18518518518518517,0.27455357142857145,0.16666666666666666,0.15824479639255404,0.0,Device Upgrade Offer,1,601,1,4,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
C00603,1,6,0.008463708643241856,0.5433618564746243,0.4157060518731989,0.3333333333333333,0.05580357142857144,0.16666666666666666,0.5667057080022047,0.2,Retention Offer,4,602,1,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
C00604,1,1,0.11797896896640163,0.6315010358260993,0.32096541786743515,0.1111111111111111,0.22544642857142858,0.41666666666666663,0.2639695810449101,0.0,General Offer,3,603,1,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C00605,1,6,0.07258271351628622,0.1123320782582011,0.24315561959654178,0.18518518518518517,0.22544642857142858,0.25,0.2636532992974615,0.0,General Offer,3,604,1,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
C00606,1,1,0.08566299051038727,0.6837180816351902,0.6714697406340058,0.4814814814814814,0.20535714285714285,0.16666666666666666,0.17441479369519713,0.0,General Offer,3,605,1,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C00607,1,3,0.16388817645550138,0.2386025844496239,0.25936599423631124,0.5925925925925926,0.2723214285714286,0.08333333333333333,0.24590759698432438,0.0,General Offer,3,606,1,3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
C00608,1,6,0.0830982303154655,0.4529168753374894,0.25792507204610954,0.5185185185185185,0.20758928571428573,0.25,0.12497484624564117,0.0,General Offer,3,607,1,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
C00609,1,5,0.17978968966401637,0.1474223110335883,0.07853025936599423,0.3333333333333333,0.27008928571428575,0.5,0.3302332590359553,0.0,Device Upgrade Offer,1,608,1,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
C00610,0,4,0.08104642215952808,0.3267007994242916,0.6754322766570606,0.5185185185185185,0.16517857142857142,0.5,0.411578647031107,0.0,General Offer,3,609,0,4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
C00611,1,3,0.21159271608104638,0.062370860677139,0.05475504322766571,0.1111111111111111,0.31696428571428575,0.25,0.1809179790204386,0.2,General Offer,3,610,1,3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
C00612,0,5,0.016414465247499357,0.4533042301457584,0.5309798270893372,0.4814814814814814,0.15178571428571427,0.16666666666666666,0.18795309720312367,0.0,General Offer,3,611,0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
C00613,0,2,0.11156706847909718,0.7069642949955517,0.46793948126801155,0.4814814814814814,0.171875,0.16666666666666666,0.1960766586180101,0.0,General Offer,3,612,0,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C00614,1,1,0.07796870992562194,0.4065691091321107,0.2734149855907781,0.25925925925925924,0.20758928571428573,0.08333333333333333,0.5134719115470346,0.2,General Offer,3,613,1,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C00615,0,4,0.10387278789433187,0.1115963676175996,0.4009365994236312,0.3333333333333333,0.19642857142857142,0.3333333333333333,0.03029798051570657,0.2,General Offer,3,614,0,4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
C00616,0,5,0.13875352654526799,0.3323189242937134,0.4438040345821326,0.40740740740740744,0.18973214285714285,0.41666666666666663,0.01744209893307691,0.2,General Offer,3,615,0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
C00617,1,4,0.11310592459605026,0.4427236004702893,0.7683717579250721,0.25925925925925924,0.2566964285714286,0.16666666666666666,0.11480724961474445,0.2,General Offer,3,616,1,4,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
C00618,1,2,0.05309053603488074,0.3708674691069855,0.6768731988472623,0.5555555555555556,0.17410714285714285,0.08333333333333333,0.261563774454958,0.2,General Offer,3,617,1,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C00619,0,0,0.05026929982046678,0.535750061230196,0.49279538904899134,0.14814814814814814,0.1986607142857143,0.25,0.05272708470871964,0.4,Retention Offer,4,618,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
C00620,0,1,0.04693511156706848,0.8031203089734378,0.40561959654178675,0.18518518518518517,0.12723214285714285,0.08333333333333333,0.1714386259465857,0.0,General Offer,3,619,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C00621,1,1,0.13670171838933057,0.3882299668670284,0.4798270893371758,0.37037037037037035,0.2924107142857143,0.25,0.20299971779405357,0.0,General Offer,3,620,1,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C00622,1,6,0.19440882277507052,0.3739502957530276,0.4023775216138329,0.25925925925925924,0.2767857142857143,0.25,0.3518809575030686,0.0,Device Upgrade Offer,1,621,1,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
C00623,1,1,0.058989484483200814,0.255765679435705,0.4239913544668588,0.2222222222222222,0.19196428571428573,0.5,0.5186013922787687,0.2,General Offer,3,622,1,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C00624,1,1,0.3234162605796358,0.6060248768628592,0.24279538904899134,0.2962962962962963,0.3549107142857143,0.08333333333333333,0.06488647634362185,0.2,Data Booster,0,623,1,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C00625,0,5,0.06334957681456783,0.7821349941171005,0.34762247838616717,0.2222222222222222,0.19196428571428573,0.25,0.28914956928844116,0.4,Retention Offer,4,624,0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
C00626,1,3,0.1931264426776096,0.3620325335768966,0.5003602305475505,0.4814814814814814,0.30580357142857145,0.08333333333333333,0.2930340277587216,0.0,General Offer,3,625,1,3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
C00627,1,1,0.050012823800974604,0.4509264532726351,0.36995677233429397,0.4814814814814814,0.14285714285714285,0.16666666666666666,0.28430160137794774,0.2,General Offer,3,626,1,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C00628,0,1,0.16876122082585276,0.4325270479547027,0.44812680115273773,0.3333333333333333,0.21205357142857142,0.08333333333333333,0.16079199705052713,0.2,General Offer,3,627,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C00629,1,2,0.29212618620159014,0.2463518010233762,0.26693083573487036,0.40740740740740744,0.3928571428571429,0.25,0.09331388926203987,0.0,Device Upgrade Offer,1,628,1,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C00630,1,3,0.07360861759425492,0.5465247216247893,0.3515850144092219,0.4814814814814814,0.22098214285714285,0.3333333333333333,0.1299941352707636,0.0,General Offer,3,629,1,3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
C00631,0,2,0.11746601692741729,0.391897708669036,0.1372478386167147,0.40740740740740744,0.16071428571428573,0.3333333333333333,0.30995023174445246,0.4,Retention Offer,4,630,0,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C00632,0,4,0.17568607335214154,0.4454098058311595,0.5025216138328531,0.25925925925925924,0.2633928571428572,0.3333333333333333,0.3734070880442046,0.0,General Offer,3,631,0,4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
C00633,1,4,0.18132854578096944,0.5931671332580035,0.04358789625360231,0.5185185185185185,0.2924107142857143,0.0,0.24698330194089285,0.2,Device Upgrade Offer,1,632,1,4,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
C00634,1,1,0.28314952551936395,0.3346570489136249,0.4463256484149856,0.3333333333333333,0.3102678571428572,0.08333333333333333,0.2708890165449832,0.0,General Offer,3,633,1,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C00635,1,1,0.03231597845601436,0.4187567641639969,0.11347262247838617,0.14814814814814814,0.20535714285714285,0.16666666666666666,0.6246670007142321,0.0,General Offer,3,634,1,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C00636,1,6,0.11823544498589379,0.2549160373501173,0.18912103746397693,0.5185185185185185,0.2566964285714286,0.41666666666666663,0.6387254180604385,0.0,General Offer,3,635,1,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
C00637,1,4,0.05360348807386509,0.1816615098125306,0.1829971181556196,0.18518518518518517,0.1875,0.25,0.11395897066295607,0.0,General Offer,3,636,1,4,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
C00638,1,5,0.07540394973070018,0.4242663058510001,0.5147694524495677,0.3333333333333333,0.19196428571428573,0.25,0.4467487583715367,0.0,General Offer,3,637,1,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
C00639,1,1,0.06540138497050525,0.4415419769481705,0.1419308357348703,0.5925925925925926,0.13839285714285715,0.0,0.24600044465342624,0.2,General Offer,3,638,1,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C00640,1,5,0.12310848935624517,0.5846239708520435,0.3263688760806917,0.2222222222222222,0.203125,0.0,0.36463134461815844,0.0,General Offer,3,639,1,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
C00641,1,1,0.07206976147730186,0.2473402326572579,0.28458213256484155,0.4814814814814814,0.1049107142857143,0.16666666666666666,0.19707625857812053,0.2,General Offer,3,640,1,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C00642,1,5,0.09515260323159784,0.1900289263632198,0.31376080691642655,0.6296296296296295,0.16294642857142858,0.3333333333333333,0.5178778120061797,0.0,General Offer,3,641,1,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
C00643,1,0,0.10669402410874583,0.7555150192795312,0.49459654178674356,0.2962962962962963,0.22098214285714285,0.3333333333333333,0.29379843819713847,0.0,General Offer,3,642,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
C00644,1,5,0.15901513208515003,0.426237454999864,0.3368155619596542,0.6296296296296295,0.2566964285714286,0.3333333333333333,0.037918636324992386,0.0,General Offer,3,643,1,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
C00645,1,3,0.174916645293665,0.1245821918203998,0.3339337175792507,0.7407407407407407,0.23883928571428573,0.25,0.23507526084070288,0.0,General Offer,3,644,1,3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
C00646,0,4,0.14003590664272889,0.3889155466066892,0.19560518731988474,0.37037037037037035,0.23883928571428573,0.3333333333333333,0.1705960426265215,0.0,General Offer,3,645,0,4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
C00647,1,1,0.11438830469351115,0.268627181510894,0.18840057636887608,0.37037037037037035,0.23660714285714288,0.41666666666666663,0.04989893573285133,0.2,General Offer,3,646,1,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C00648,0,4,0.2595537317260836,0.4716461898362913,0.10734870317002883,0.25925925925925924,0.29687500000000006,0.16666666666666666,0.3503923857059424,0.0,Device Upgrade Offer,1,647,0,4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
C00649,0,3,0.062323672736599126,0.3165282003034017,0.29574927953890495,0.40740740740740744,0.2299107142857143,0.08333333333333333,0.41501732455554835,0.2,General Offer,3,648,0,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
C00650,1,3,0.22236470889971782,0.6473832663698739,0.6271613832853027,0.40740740740740744,0.2991071428571429,0.3333333333333333,0.28261729807180946,0.4,Data Booster,0,649,1,3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
C00651,1,5,0.026929982046678635,0.1400025570241303,0.3922910662824208,0.7407407407407407,0.140625,0.08333333333333333,0.12544000358188978,0.0,General Offer,3,650,1,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
C00652,1,2,0.09720441138753524,0.6556625950745242,0.3703170028818444,0.2222222222222222,0.1830357142857143,0.08333333333333333,0.08759098432980186,0.0,General Offer,3,651,1,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C00653,1,2,0.17645550141061808,0.5486216520963016,0.07961095100864553,0.5925925925925926,0.27008928571428575,0.25,0.20901153157338834,0.0,Device Upgrade Offer,1,652,1,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C00654,0,3,0.09207489099769171,0.4645653459808186,0.5605187319884727,0.2222222222222222,0.10267857142857144,0.08333333333333333,0.23846356347539222,0.2,General Offer,3,653,0,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
C00655,1,2,0.22877660938702227,0.6068922290988741,0.6484149855907781,0.5185185185185185,0.2924107142857143,0.16666666666666666,0.5098290093801785,0.0,Data Booster,0,654,1,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C00656,1,1,0.14978199538343162,0.643096815669512,0.20929394812680116,0.37037037037037035,0.203125,0.41666666666666663,0.1735303833399045,0.0,Streaming Partner Pack,6,655,1,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C00657,1,6,0.1774814054885868,0.4002684436866693,0.1840778097982709,0.2962962962962963,0.2767857142857143,0.5,0.6667880173900023,0.0,Device Upgrade Offer,1,656,1,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
C00658,1,0,0.22210823288022566,0.7259285836025926,0.6188760806916427,0.40740740740740744,0.29687500000000006,0.16666666666666666,0.4012188814945555,0.2,Data Booster,0,657,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
C00659,0,5,0.17517312131315718,0.5235679906926054,0.4297550432276657,0.37037037037037035,0.21875,0.25,0.21222640158576223,0.2,General Offer,3,658,0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
C00660,1,6,0.38086688894588355,0.2904581385803266,0.6693083573487032,0.4814814814814814,0.4084821428571429,0.25,0.4177188015752007,0.0,Device Upgrade Offer,1,659,1,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
C00661,1,2,0.09130546293921517,0.1306641260146179,0.5720461095100865,0.5185185185185185,0.16741071428571427,0.16666666666666666,0.18523590504910603,0.0,General Offer,3,660,1,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C00662,0,5,0.08566299051038727,0.6148013617390247,0.013688760806916427,0.5185185185185185,0.1986607142857143,0.08333333333333333,0.11440212220500626,0.2,General Offer,3,661,0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
C00663,0,6,0.23211079764042059,0.3998863842676123,0.6462536023054755,0.4444444444444444,0.33705357142857145,0.41666666666666663,0.26758898216658544,0.2,Device Upgrade Offer,1,662,0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
C00664,1,4,0.04873044370351372,0.0416967819047026,0.38328530259366,0.1111111111111111,0.10044642857142858,0.3333333333333333,0.8109477803085956,0.0,Top-up Promo,7,663,1,4,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
C00665,1,2,0.1013080276994101,0.466694887877336,0.3638328530259366,0.2222222222222222,0.24553571428571427,0.3333333333333333,0.3129681024660102,0.0,General Offer,3,664,1,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C00666,1,6,0.02744293408566299,0.3483891790674427,0.3656340057636888,0.2962962962962963,0.15178571428571427,0.16666666666666666,0.15439337400899344,0.0,General Offer,3,665,1,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
C00667,1,1,0.3911259297255706,0.2659379408054555,0.345821325648415,0.37037037037037035,0.43303571428571436,0.3333333333333333,0.49724949764451426,0.0,General Offer,3,666,1,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C00668,1,4,0.13259810207745573,0.6018244511073937,0.08609510086455331,0.3333333333333333,0.203125,0.25,0.15431948152936542,0.0,Streaming Partner Pack,6,667,1,4,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
C00669,1,2,0.034367786611951785,0.2424564986914567,0.6095100864553314,0.37037037037037035,0.15401785714285715,0.5833333333333333,0.18404381272554068,0.2,General Offer,3,668,1,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C00670,1,0,0.3459861502949474,0.3093244344262219,0.26008645533141217,0.37037037037037035,0.4441964285714286,0.0,0.19527020881670543,0.4,Retention Offer,4,669,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
C00671,1,3,0.488586817132598,0.3568482486441268,0.30367435158501443,0.37037037037037035,0.6071428571428572,0.16666666666666666,0.2672085422806056,0.0,General Offer,3,670,1,3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
C00672,0,2,0.1261862015901513,0.6033642087595245,0.4639769452449568,0.5555555555555556,0.22767857142857142,0.5,0.14862527428453348,0.0,General Offer,3,671,0,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C00673,1,1,0.07848166196460629,0.1651030140911654,0.6750720461095101,0.25925925925925924,0.23660714285714288,0.41666666666666663,0.1381257512993438,0.0,General Offer,3,672,1,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C00674,1,0,0.14644780713003333,0.2734562062297291,0.3447406340057637,0.2962962962962963,0.28571428571428575,0.3333333333333333,0.3935462302821931,0.4,Retention Offer,4,673,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
C00675,1,0,0.16824826878686838,0.4850369261889073,0.3958933717579251,0.25925925925925924,0.2991071428571429,0.25,0.4053064725089181,0.4,Retention Offer,4,674,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
C00676,0,0,0.036676070787381373,0.4992067004496484,0.612391930835735,0.6296296296296295,0.14732142857142858,0.16666666666666666,0.16368263930395952,0.0,General Offer,3,675,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
C00677,1,5,0.07027442934085662,0.1747755321888963,0.46181556195965423,0.6296296296296295,0.17857142857142858,0.16666666666666666,0.19410591024347673,0.2,General Offer,3,676,1,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
C00678,1,5,0.10771992818671454,0.3212063681562119,0.44452449567723346,0.2222222222222222,0.23883928571428573,0.16666666666666666,0.37515324336946915,0.0,General Offer,3,677,1,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
C00679,0,3,0.09130546293921517,0.3765359181128216,0.36059077809798273,0.37037037037037035,0.17410714285714285,0.16666666666666666,0.2875618023039914,0.2,General Offer,3,678,0,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
C00680,0,0,0.3567581431136188,0.4575947059752702,0.3061959654178675,0.4814814814814814,0.4955357142857143,0.5833333333333333,0.018411404384784443,0.0,General Offer,3,679,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
C00681,0,3,0.11823544498589379,0.3580525491885655,0.3901296829971182,0.37037037037037035,0.24553571428571427,0.16666666666666666,0.2738106154301467,0.0,General Offer,3,680,0,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
C00682,1,4,0.021543985637342906,0.7077530236026136,0.388328530259366,0.3333333333333333,0.06473214285714286,0.25,0.23430415013023778,0.0,Top-up Promo,7,681,1,4,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
C00683,1,0,0.16234932033854832,0.3802909572211068,0.5248559077809799,0.3333333333333333,0.22321428571428573,0.16666666666666666,0.07059021414656627,0.4,Retention Offer,4,682,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
C00684,0,6,0.12721210566812,0.7018349550018397,0.1394092219020173,0.5185185185185185,0.2522321428571429,0.5,0.5892670933331381,0.4,Retention Offer,4,683,0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
C00685,0,0,0.10823288022569888,0.3070120828309224,0.17543227665706052,0.5555555555555556,0.26562500000000006,0.25,0.11393494098921059,0.2,General Offer,3,684,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
C00686,1,5,0.025391125929725568,0.0798404077089098,0.534942363112392,0.4444444444444444,0.19642857142857142,0.3333333333333333,0.25894825228537294,0.0,General Offer,3,685,1,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
C00687,1,5,0.10489869197230058,0.9021781630646576,0.5561959654178674,0.40740740740740744,0.20535714285714285,0.16666666666666666,0.2669328834190284,0.0,General Offer,3,686,1,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
C00688,1,6,0.14901256732495508,0.3826311230671094,0.17363112391930835,0.4444444444444444,0.24776785714285712,0.5833333333333333,0.7658177009285109,0.4,Retention Offer,4,687,1,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
C00689,0,6,0.37368556040010253,0.4739251358313455,0.4085014409221902,0.2222222222222222,0.44642857142857145,0.08333333333333333,0.5183830010143481,0.0,Device Upgrade Offer,1,688,0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
C00690,1,2,0.0841241343934342,0.1099691127331206,0.3159221902017291,0.2962962962962963,0.23883928571428573,0.3333333333333333,0.26196848020518476,0.0,General Offer,3,689,1,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C00691,1,4,0.22416004103616308,0.4523873827445909,0.24387608069164265,0.5555555555555556,0.2611607142857143,0.25,0.04778093874113787,0.2,General Offer,3,690,1,4,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
C00692,1,4,0.09976917158245703,0.5643137390423101,0.14373198847262247,0.25925925925925924,0.23214285714285715,0.25,0.2137970677390209,0.2,General Offer,3,691,1,4,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
C00693,1,4,0.14567837907155679,0.1708757436874374,0.19848703170028817,0.7407407407407407,0.3147321428571429,0.08333333333333333,0.3984084164779271,0.0,Device Upgrade Offer,1,692,1,4,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
C00694,1,1,0.1851756860733521,0.3714801051467721,0.21181556195965417,0.3333333333333333,0.3080357142857143,0.25,0.33455020755940645,0.0,General Offer,3,693,1,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C00695,1,5,0.5162862272377532,0.3878917715570764,0.6394092219020173,0.40740740740740744,0.5424107142857143,0.5,0.4203438440129066,0.2,Device Upgrade Offer,1,694,1,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
C00696,0,4,0.28289304949987176,0.1437869787454215,0.4492074927953891,0.6666666666666666,0.36830357142857145,0.41666666666666663,0.17072288337815164,0.0,Device Upgrade Offer,1,695,0,4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
C00697,1,2,0.058220056424724276,0.7249175564878271,0.41102305475504325,0.4814814814814814,0.20535714285714285,0.08333333333333333,0.12049077307655973,0.0,General Offer,3,696,1,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C00698,1,2,0.15824570402667348,0.0,0.15814121037463977,0.3333333333333333,0.21651785714285715,0.6666666666666666,0.5705889873748597,0.0,General Offer,3,697,1,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C00699,1,4,0.14388304693511153,0.0,0.598342939481268,0.18518518518518517,0.203125,0.3333333333333333,0.25161971229368474,0.2,General Offer,3,698,1,4,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
C00700,1,6,0.17542959733264937,0.4212630177846508,0.6195965417867436,0.7407407407407407,0.13839285714285715,0.3333333333333333,0.3243694599834868,0.0,General Offer,3,699,1,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
C00701,1,2,0.03334188253398307,0.2010212884262227,0.40417867435158505,0.4444444444444444,0.20089285714285715,0.41666666666666663,0.08539793846476629,0.2,General Offer,3,700,1,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C00702,1,3,0.12336496537573735,0.5354211195897779,0.3836455331412104,0.5185185185185185,0.25000000000000006,0.25,0.45996569018544436,0.0,General Offer,3,701,1,3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
C00703,1,6,0.06924852526288791,0.3308724897071093,0.38436599423631124,0.40740740740740744,0.20089285714285715,0.08333333333333333,0.3580526227919852,0.0,General Offer,3,702,1,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
C00704,1,3,0.0602718645806617,0.4796966808265313,0.4931556195965418,0.4814814814814814,0.140625,0.0,0.14534113157340003,0.0,General Offer,3,703,1,3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
C00705,1,5,0.22262118491921004,0.1265913057185247,0.09654178674351584,0.5555555555555556,0.24107142857142858,0.41666666666666663,0.4297388829814833,0.0,General Offer,3,704,1,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
C00706,0,1,0.3357271095152603,0.320495781642488,0.16822766570605185,0.18518518518518517,0.3660714285714286,0.25,0.3143896890149945,0.2,General Offer,3,705,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C00707,1,2,0.23185432162092842,0.311495621045719,0.21577809798270894,0.2962962962962963,0.26562500000000006,0.16666666666666666,0.4210524908692408,0.0,Device Upgrade Offer,1,706,1,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C00708,0,6,0.3718902282636573,0.8688073661641139,0.2752161383285303,0.2962962962962963,0.4933035714285715,0.16666666666666666,0.22705608970511001,0.0,Data Booster,0,707,0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
C00709,1,3,0.10182097973839445,0.3094103161569501,0.414985590778098,0.37037037037037035,0.10267857142857144,0.16666666666666666,0.14708661761739425,0.2,General Offer,3,708,1,3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
C00710,0,4,0.657604513977943,0.0,0.5432276657060519,0.4444444444444444,0.6830357142857143,0.08333333333333333,0.693670578797252,0.0,Device Upgrade Offer,1,709,0,4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
C00711,0,3,0.00923313670171839,0.6202239957595437,0.5273775216138329,0.37037037037037035,0.11607142857142859,0.16666666666666666,0.15940587085992747,0.0,General Offer,3,710,0,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
C00712,1,3,0.40548858681713257,0.3511643421704383,0.07672910662824207,0.25925925925925924,0.5133928571428572,0.41666666666666663,0.17276582222539583,0.2,General Offer,3,711,1,3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
C00713,1,5,0.13747114644780709,0.4538926259857889,0.7006484149855908,0.4814814814814814,0.17410714285714285,0.3333333333333333,0.30153683110635693,0.0,General Offer,3,712,1,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
